#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A363E3
#Date Time: 2017-09-20 15:02:48.755
#Trigger:Source: Channel 1Type: EdgeCondition: RisingLevel: 0 VHyst.: AutoHoldOff: 0 s
#Channel 2: Range: 2 V/div Offset: 0 V

Time (s),Channel 2 (V)
-0.0010238547498949138,-3.3439514185282722
-0.0010236047498949138,-3.3402802029526115
-0.0010233547498949139,-3.3402802029526115
-0.0010231047498949139,-3.3439514185282704
-0.0010228547498949139,-3.3329377718012911
-0.0010226047498949138,-3.3329377718012911
-0.0010223547498949138,-3.3292665562256305
-0.0010221047498949138,-3.3145816939229822
-0.0010218547498949137,-3.2998968316203259
-0.0010216047498949139,-3.2521710291367842
-0.0010213547498949139,-3.1714042864722338
-0.0010211047498949139,-3.0539253880511015
-0.0010208547498949138,-2.9144191961760066
-0.0010206047498949138,-2.7895978666035535
-0.0010203547498949138,-2.6537628903040558
-0.0010201047498949139,-2.5142566984290879
-0.0010198547498949139,-2.3784217221296515
-0.0010196047498949139,-2.2279018835275139
-0.0010193547498949138,-2.0883956916524191
-0.0010191047498949138,-1.9488894997773245
-0.0010188547498949138,-1.7983696611751849
-0.0010186047498949137,-1.6588634693000888
-0.0010183547498949139,-1.5156860618494636
-0.0010181047498949139,-1.3761798699743675
-0.0010178547498949139,-1.2366736780992091
-0.0010176047498949138,-1.1045099173754351
-0.0010173547498949138,-0.9650037255003403
-0.0010171047498949138,-0.82916874920084094
-0.0010168547498949137,-0.68599134175008913
-0.0010166047498949139,-0.55015636545077817
-0.0010163547498949139,-0.42533503587826321
-0.0010161047498949138,-0.28950005957882885
-0.0010158547498949138,-0.16834994558203603
-0.0010156047498949138,-0.039857400433864008
-0.0010153547498949137,0.088635144714246245
-0.0010151047498949139,0.20978525871092887
-0.0010148547498949139,0.32726415713206303
-0.0010146047498949139,0.44841427112890925
-0.0010143547498949138,0.56956438512570207
-0.0010141047498949138,0.68704328354683453
-0.0010138547498949138,0.80085096639235831
-0.0010136047498949137,0.91465864923783036
-0.0010133547498949139,1.0284663320831988
-0.0010131047498949139,1.1349315837774019
-0.0010128547498949138,1.2377256198958928
-0.0010126047498949138,1.3478620871657043
-0.0010123547498949138,1.4469849077085348
-0.0010121047498949137,1.553450159402733
-0.0010118547498949139,1.6562441955211304
-0.0010116047498949139,1.7553670160639625
-0.0010113547498949139,1.8544898366068381
-0.0010111047498949138,1.9499414415740082
-0.0010108547498949138,2.0453930465411783
-0.0010106047498949138,2.1445158670840505
-0.0010103547498949137,2.2362962564755584
-0.0010101047498949139,2.324405430291328
-0.0010098547498949139,2.4161858196828776
-0.0010096047498949138,2.5079662090743873
-0.0010093547498949138,2.5924041673145761
-0.0010091047498949138,2.676842125554765
-0.0010088547498949137,2.7576088682193318
-0.0010086047498949139,2.8420468264594443
-0.0010083547498949139,2.9191423535483154
-0.0010081047498949139,2.996237880637219
-0.0010078547498949138,3.073333407726087
-0.0010076047498949138,3.1467577192392948
-0.0010073547498949138,3.2238532463281979
-0.0010071047498949137,3.3009487734170628
-0.0010068547498949139,3.370701869354547
-0.0010066047498949139,3.4367837497164655
-0.0010063547498949138,3.5138792768053335
-0.0010061047498949138,3.5836323727428812
-0.0010058547498949138,3.6533854686804283
-0.0010056047498949137,3.7194673490423469
-0.0010053547498949139,3.7892204449798315
-0.0010051047498949139,3.8516311097660609
-0.0010048547498949139,3.9140417745523162
-0.0010046047498949138,3.9727812237628823
-0.0010043547498949138,4.0388631041247693
-0.0010041047498949138,4.0902601221840413
-0.0010038547498949137,4.1489995713946071
-0.0010036047498949139,4.2077390206051204
-0.0010033547498949139,4.2664784698157137
-0.0010031047498949138,4.317875487874959
-0.0010028547498949138,4.3766149370855247
-0.0010026047498949138,4.4280119551447701
-0.0010023547498949137,4.4904226199310182
-0.0010021047498949139,4.5381484224145607
-0.0010018547498949139,4.5895454404738043
-0.0010016047498949139,4.6409424585330727
-0.0010013547498949138,4.6923394765923181
-0.0010011047498949138,4.7400652790759032
-0.0010008547498949138,4.7914622971351699
-0.0010006047498949137,4.8391880996187506
-0.0010003547498949139,4.8759002553753206
-0.0010001047498949139,4.9272972734345828
-0.00099985474989491385,4.9529957824642059
-0.00099960474989491382,4.9860367226451494
-0.00099935474989491378,4.9823655070694892
-0.00099910474989491375,4.9346397045858703
-0.00099885474989491393,4.8612153930727304
-0.0009986047498949139,4.7584213569542522
-0.00099835474989491387,4.6336000273817524
-0.00099810474989491384,4.4904226199309969
-0.0009978547498949138,4.3325603501776007
-0.00099760474989491377,4.1636844336971457
-0.00099735474989491374,3.9948085172167609
-0.00099710474989491392,3.8112477384339085
-0.00099685474989491389,3.6240157440751455
-0.00099660474989491385,3.4367837497164655
-0.00099635474989491382,3.2458805397821253
-0.00099610474989491379,3.0586485454234453
-0.00099585474989491375,2.8640741199133513
-0.00099560474989491394,2.6584860476765568
-0.0009953547498949139,2.4712540533178684
-0.00099510474989491387,2.2840220589591036
-0.00099485474989491384,2.0857764178734426
-0.0009946047498949138,1.902215639090423
-0.00099435474989491377,1.7149836447316564
-0.00099410474989491374,1.5240804347973214
-0.00099385474989491392,1.3441908715901258
-0.00099360474989491389,1.1643013083827667
-0.00099335474989491386,0.98441174517532593
-0.00099310474989491382,0.80819339754362729
-0.00099285474989491379,0.62463261876060783
-0.00099260474989491376,0.45575670228015153
-0.00099235474989491372,0.28320957022411497
-0.00099210474989491391,0.11433365374389068
-0.00099185474989491387,-0.043528616009582827
-0.00099160474989491384,-0.21240453248996069
-0.00099135474989491381,-0.37393801781901781
-0.00099110474989491377,-0.53914271872373531
-0.00099085474989491374,-0.69700498847720049
-0.00099060474989491392,-0.84752482707913956
-0.00099035474989491389,-1.0053870968325329
-0.00099010474989491386,-1.1559069354346805
-0.00098985474989491382,-1.3027555584610961
-0.00098960474989491379,-1.4496041814875116
-0.00098935474989491376,-1.6001240200896494
-0.00098910474989491372,-1.7359589963890869
-0.00098885474989491391,-1.879136403839712
-0.00098860474989491388,-2.0113001645635511
-0.00098835474989491384,-2.1397927097116645
-0.00098810474989491381,-2.2756276860110991
-0.00098785474989491378,-2.4004490155835523
-0.00098760474989491374,-2.5326127763073814
-0.00098735474989491393,-2.6537628903040642
-0.00098710474989491389,-2.7785842198765156
-0.00098685474989491386,-2.899734333873365
-0.00098660474989491383,-3.0245556634458182
-0.00098635474989491379,-3.1346921307156301
-0.00098610474989491376,-3.2191300889558425
-0.00098585474989491373,-3.2705271070150728
-0.00098560474989491391,-3.2888831848933577
-0.00098535474989491388,-3.3035680471960078
-0.00098510474989491384,-3.3145816939229888
-0.00098485474989491381,-3.3145816939229888
-0.00098460474989491378,-3.3219241250743097
-0.00098435474989491374,-3.3219241250743115
-0.00098410474989491393,-3.3255953406499685
-0.0009838547498949139,-3.3292665562256287
-0.00098360474989491386,-3.3292665562256305
-0.00098335474989491383,-3.3292665562256305
-0.0009831047498949138,-3.3366089873769513
-0.00098285474989491376,-3.3292665562256341
-0.00098260474989491373,-3.3366089873769531
-0.00098235474989491391,-3.3402802029526097
-0.00098210474989491388,-3.3402802029526115
-0.00098185474989491385,-3.3402802029526115
-0.00098160474989491381,-3.3402802029526115
-0.00098135474989491378,-3.3402802029526115
-0.00098110474989491375,-3.3439514185282704
-0.00098085474989491393,-3.3402802029526133
-0.0009806047498949139,-3.3402802029526115
-0.00098035474989491386,-3.3476226341039323
-0.00098010474989491383,-3.3402802029526115
-0.0009798547498949138,-3.3402802029526115
-0.00097960474989491376,-3.3476226341039306
-0.00097935474989491373,-3.3439514185282722
-0.00097910474989491392,-3.3439514185282722
-0.00097885474989491388,-3.3476226341039323
-0.00097860474989491385,-3.3476226341039323
-0.00097835474989491382,-3.3476226341039323
-0.00097810474989491378,-3.3476226341039323
-0.00097785474989491375,-3.3476226341039323
-0.00097760474989491393,-3.3476226341039323
-0.0009773547498949139,-3.3476226341039323
-0.00097710474989491387,-3.3476226341039323
-0.00097685474989491383,-3.351293849679593
-0.0009766047498949138,-3.3402802029526115
-0.00097635474989491388,-3.3476226341039323
-0.00097610474989491384,-3.351293849679593
-0.00097585474989491381,-3.3476226341039323
-0.00097560474989491378,-3.351293849679593
-0.00097535474989491385,-3.351293849679593
-0.00097510474989491382,-3.3476226341039323
-0.00097485474989491379,-3.362307496406574
-0.00097460474989491386,-3.351293849679593
-0.00097435474989491383,-3.3476226341039323
-0.00097410474989491379,-3.3476226341039323
-0.00097385474989491387,-3.3476226341039323
-0.00097360474989491384,-3.3439514185282722
-0.0009733547498949138,-3.3402802029526115
-0.00097310474989491388,-3.3366089873769513
-0.00097285474989491384,-3.3402802029526115
-0.00097260474989491381,-3.3329377718012911
-0.00097235474989491378,-3.3255953406499703
-0.00097210474989491385,-3.3182529094986495
-0.00097185474989491382,-3.2925544004690268
-0.00097160474989491379,-3.2484998135611018
-0.00097135474989491386,-3.1677330708965736
-0.00097110474989491383,-3.0429117413241205
-0.0009708547498949138,-2.9107479806003465
-0.00097060474989491387,-2.7785842198765724
-0.00097035474989491384,-2.6427492435771378
-0.00097010474989491381,-2.5069142672777036
-0.00096985474989491388,-2.3674080754026088
-0.00096960474989491385,-2.2279018835275139
-0.00096935474989491381,-2.0847244760767589
-0.00096910474989491378,-1.9415470686260037
-0.00096885474989491386,-1.8020408767509088
-0.00096860474989491382,-1.6588634693001538
-0.00096835474989491379,-1.5156860618493986
-0.00096810474989491386,-1.3798510855499642
-0.00096785474989491383,-1.2403448936748696
-0.0009676047498949138,-1.1008387017997747
-0.00096735474989491387,-0.9650037255003403
-0.00096710474989491384,-0.829168749200906
-0.00096685474989491381,-0.69333377290147158
-0.00096660474989491388,-0.55749879660203727
-0.00096635474989491385,-0.42166382030260285
-0.00096610474989491382,-0.29317127515448926
-0.00096585474989491378,-0.17202116115769642
-0.00096560474989491386,-0.036186184858262055
-0.00096535474989491383,0.081292713562870378
-0.00096510474989491379,0.2024428275596632
-0.00096485474989491387,0.33093537270777679
-0.00096460474989491383,0.44841427112890925
-0.0009643547498949138,0.56956438512570207
-0.00096410474989491388,0.68337206797117411
-0.00096385474989491384,0.79717975081664616
-0.00096360474989491381,0.91465864923777862
-0.00096335474989491378,1.0247951165075901
-0.00096310474989491385,1.1312603682017415
-0.00096285474989491382,1.2450680510472136
-0.00096260474989491379,1.3441908715900441
-0.00096235474989491386,1.4543273388598557
-0.00096210474989491383,1.5534501594026862
-0.00096185474989491379,1.6562441955211771
-0.00096160474989491387,1.7627094472153284
-0.00096135474989491384,1.8618322677581589
-0.0009611047498949138,1.957283872725329
-0.00096085474989491388,2.0564066932681593
-0.00096060474989491385,2.1445158670840088
-0.00096035474989491381,2.2326250408998582
-0.00096010474989491378,2.3280766458670281
-0.00095985474989491385,2.412514604107217
-0.00095960474989491382,2.5006237779230664
-0.00095935474989491379,2.5887329517389159
-0.00095910474989491386,2.6731709099791048
-0.00095885474989491383,2.7612800837949538
-0.0009586047498949138,2.8383756108838223
-0.00095835474989491387,2.9154711379726903
-0.00095810474989491384,2.9999090962128792
-0.00095785474989491381,3.0770046233017476
-0.00095760474989491388,3.1577713659662758
-0.00095735474989491385,3.2348668930551443
-0.00095710474989491381,3.3046199889926915
-0.00095685474989491378,3.3780443005058993
-0.00095660474989491386,3.4477973964434465
-0.00095635474989491382,3.5138792768053335
-0.00095610474989491379,3.590974803894202
-0.00095585474989491387,3.6533854686804283
-0.00095560474989491383,3.7157961334666552
-0.0009553547498949138,3.7855492294042024
-0.00095510474989491387,3.8479598941904292
-0.00095485474989491384,3.9103705589766555
-0.00095460474989491381,3.9837948704898634
-0.00095435474989491388,4.0351918885491092
-0.00095410474989491385,4.0976025533353351
-0.00095385474989491382,4.1600132181215619
-0.00095360474989491378,4.2150814517564674
-0.00095335474989491386,4.273820900967034
-0.00095310474989491383,4.3288891346019396
-0.00095285474989491379,4.3802861526611849
-0.00095260474989491387,4.4390256018717515
-0.00095235474989491383,4.4904226199309969
-0.0009521047498949138,4.5381484224145821
-0.00095185474989491388,4.5968878716251487
-0.00095160474989491384,4.6409424585330727
-0.00095135474989491381,4.6923394765923181
-0.00095110474989491378,4.7474077102272245
-0.00095085474989491385,4.7914622971351486
-0.00095060474989491382,4.8428593151943939
-0.00095035474989491379,4.8869139021023189
-0.00095010474989491386,4.9346397045859041
-0.00094985474989491383,4.9676806447668476
-0.00094960474989491379,4.9970503693721309
-0.00094935474989491387,4.9860367226451494
-0.00094910474989491384,4.9493245668885457
-0.0009488547498949138,4.8648866086483569
-0.00094860474989491388,4.7620925725298662
-0.00094835474989491385,4.6409424585330727
-0.00094810474989491381,4.4940938355066571
-0.00094785474989491378,4.3362315657532609
-0.00094760474989491385,4.1710268648485433
-0.00094735474989491382,3.9911373016411842
-0.00094710474989491379,3.8075765228581648
-0.00094685474989491386,3.6276869596508057
-0.00094660474989491383,3.4367837497164655
-0.0009463547498949138,3.2495517553577855
-0.00094610474989491387,3.0513061142721245
-0.00094585474989491384,2.8567316887621241
-0.00094560474989491381,2.6731709099791048
-0.00094535474989491388,2.4712540533177831
-0.00094510474989491385,2.280350843383443
-0.00094485474989491381,2.0967900646004236
-0.00094460474989491378,1.9058868546660834
-0.00094435474989491386,1.7223260758830641
-0.00094410474989491382,1.5387652971000447
-0.00094385474989491379,1.3441908715900441
-0.00094360474989491387,1.164301308382685
-0.00094335474989491383,0.98808296075098634
-0.0009431047498949138,0.80085096639230657
-0.00094285474989491387,0.63197504991192865
-0.00094260474989491384,0.45575670228023002
-0.00094235474989491381,0.28320957022419174
-0.00094210474989491388,0.11433365374381388
-0.00094185474989491385,-0.050871047160903606
-0.00094160474989491382,-0.21240453248996069
-0.00094135474989491378,-0.37760923339467817
-0.00094110474989491386,-0.5354715031480749
-0.00094085474989491383,-0.69700498847713199
-0.00094060474989491379,-0.85119604265486826
-0.00094035474989491387,-1.009058312408265
-0.00094010474989491383,-1.1595781510103409
-0.0009398547498949138,-1.3064267740367566
-0.00093960474989491388,-1.4496041814875116
-0.00093935474989491384,-1.5891103733626064
-0.00093910474989491381,-1.7359589963890218
-0.00093885474989491378,-1.8754651882641167
-0.00093860474989491385,-2.0076289489878909
-0.00093835474989491382,-2.1471351408629853
-0.00093810474989491379,-2.2756276860110991
-0.00093785474989491386,-2.4077914467348731
-0.00093760474989491383,-2.5362839918829865
-0.0009373547498949138,-2.6574341058797795
-0.00093710474989491387,-2.7822554354522326
-0.00093685474989491384,-2.899734333873365
-0.0009366047498949138,-3.0172132322944973
-0.00093635474989491388,-3.142034561866951
-0.00093610474989491385,-3.2228013045314792
-0.00093585474989491381,-3.2631846758637435
