#Digilent WaveForms Scope FFT
#Device Name: Discovery2
#Serial Number: SN:210321A363E3
#Date Time: 2017-09-20 15:02:48.755

Frequency (Hz),Channel 2 (dBV)
394139.19413919415,-84.020047520175822
394627.59462759463,-86.238478313912481
395115.99511599512,-89.009689181019226
395604.3956043956,-94.92057514229856
396092.79609279608,-102.35802676735075
396581.19658119656,-89.671225160590708
397069.59706959705,-85.271108576472074
397557.99755799753,-85.747613201979789
398046.39804639807,-88.370742315572642
398534.79853479855,-76.290535858405462
399023.19902319903,-61.354279426904618
399511.59951159952,-56.200563914627708
400000,-55.268946161182356
400488.40048840048,-55.119446664865379
400976.80097680097,-57.253352754812106
401465.20146520145,-64.578932129972415
401953.60195360193,-75.457257937247647
402442.00244200247,-76.354991085489488
402930.40293040295,-73.688736167108729
403418.80341880344,-71.509624464211456
403907.20390720392,-71.501529451528768
404395.6043956044,-73.951577001585832
404884.00488400488,-76.550649302197499
405372.40537240537,-78.488546624712527
405860.80586080585,-80.377475823307293
406349.20634920633,-80.656525662776062
406837.60683760681,-78.147042958613582
407326.00732600736,-76.385656955556897
407814.40781440784,-76.618746025185374
408302.80830280832,-74.858976854542661
408791.2087912088,-73.897758064035685
409279.60927960929,-76.968313117909716
409768.00976800977,-83.808667950653003
410256.41025641025,-90.126852797554378
410744.81074481073,-82.634862783894761
411233.21123321122,-81.013378139194913
411721.6117216117,-93.075509660299787
412210.01221001224,-82.926607604480026
412698.41269841272,-78.841959612836547
413186.8131868132,-77.216709333961603
413675.21367521369,-75.808896093218237
414163.61416361417,-73.905800383555714
414652.01465201465,-72.82434379595631
415140.41514041513,-73.902286246209911
415628.81562881562,-75.952737143308241
416117.2161172161,-78.32520688394284
416605.61660561658,-82.148575884199801
417094.01709401712,-90.0016486414154
417582.41758241761,-86.35743292957622
418070.81807081809,-85.426206723257593
418559.21855921857,-65.415030909579798
419047.61904761905,-53.704216883249281
419536.01953601954,-49.41177805602215
420024.42002442002,-48.875453215832174
420512.8205128205,-49.073836048246029
421001.22100122098,-51.800470267745098
421489.62148962147,-60.644777665268904
421978.02197802201,-76.262115250522612
422466.42246642249,-77.719308922405332
422954.82295482297,-79.143902883610679
423443.22344322345,-81.758259741810946
423931.62393162394,-86.131800019588212
424420.02442002442,-83.180377404966478
424908.4249084249,-79.70181043836871
425396.82539682538,-78.318408527456413
425885.22588522587,-78.671827382393204
426373.62637362635,-81.929568981299056
426862.02686202689,-86.424690209120016
427350.42735042737,-87.21780798460324
427838.82783882786,-87.099899754848536
428327.22832722834,-90.045351598064229
428815.62881562882,-83.775307272742822
429304.0293040293,-80.367185886396584
429792.42979242979,-79.037500429519653
430280.83028083027,-78.206920908551297
430769.23076923075,-78.591480964636133
431257.63125763123,-77.956039167069918
431746.03174603177,-81.370392594130379
432234.43223443226,-89.748377408157324
432722.83272283274,-96.095182277769183
433211.23321123322,-86.885671061532648
433699.6336996337,-89.83701349430568
434188.03418803419,-94.542704080682114
434676.43467643467,-84.844071761845754
435164.83516483515,-78.819428113060113
435653.23565323564,-75.385074280956317
436141.63614163612,-74.250570466310933
436630.03663003666,-74.451400840449125
437118.43711843714,-73.982915871263685
437606.83760683762,-73.587080234579943
438095.23809523811,-73.711995987961572
438583.63858363859,-74.074660275645016
439072.03907203907,-74.566497447649624
439560.43956043955,-76.151486781911245
440048.84004884004,-78.499147827990015
440537.24053724052,-81.626394638288659
441025.641025641,-80.009382861318869
441514.04151404154,-75.957668416651401
442002.44200244203,-76.947593671764622
442490.84249084251,-78.784571235550487
442979.24297924299,-81.656066567653269
443467.64346764347,-86.771081020020489
443956.04395604396,-89.603234395895001
444444.44444444444,-87.417958722282592
444932.84493284492,-84.58294157961852
445421.2454212454,-83.254225198049426
445909.64590964589,-84.113338723138725
446398.04639804643,-81.861448040731446
446886.44688644691,-78.909647506656881
447374.84737484739,-78.860311297775368
447863.24786324787,-79.329907736125904
448351.64835164836,-82.974132506432909
448840.04884004884,-95.779318407018948
449328.44932844932,-87.189840228290791
449816.8498168498,-84.722093579062928
450305.25030525029,-83.337966139342171
450793.65079365077,-83.46353664647431
451282.05128205131,-80.41102231088361
451770.45177045179,-81.874273503803337
452258.85225885228,-90.171085556932894
452747.25274725276,-89.409357148248944
453235.65323565324,-82.159500001504227
453724.05372405372,-78.619062774829445
454212.45421245421,-78.75500977847733
454700.85470085469,-80.231628234973641
455189.25518925517,-80.667943550172112
455677.65567765565,-80.385201601064139
456166.05616605619,-79.569426559996018
456654.45665445668,-79.1944235063511
457142.85714285716,-79.533008086427785
457631.25763125764,-78.367406171839832
458119.65811965812,-76.54809042859425
458608.05860805861,-86.546322797996595
459096.45909645909,-71.373151358262618
459584.85958485957,-65.583553584746269
460073.26007326005,-64.54140899047168
460561.66056166054,-64.965026444318127
461050.06105006108,-70.398315171359116
461538.46153846156,-78.020579492472436
462026.86202686204,-71.682712798375661
462515.26251526253,-72.223550103212077
463003.66300366301,-73.654502986785047
463492.06349206349,-73.114754819634925
463980.46398046397,-73.350771818187496
464468.86446886446,-77.227602079732947
464957.26495726494,-87.178443799920387
465445.66544566542,-80.071653686456926
465934.06593406596,-74.218552098611269
466422.46642246644,-71.963651098354234
466910.86691086693,-72.920931756632555
467399.26739926741,-74.809497201305575
467887.66788766789,-76.956525119599107
468376.06837606838,-80.513581966145097
468864.46886446886,-81.119058554235011
469352.86935286934,-81.299467473036287
469841.26984126982,-80.867574616046184
470329.67032967031,-86.025460141761428
470818.07081807085,-86.30260295787653
471306.47130647133,-81.985937072074819
471794.87179487181,-80.371856502922228
472283.27228327229,-82.422820701500385
472771.67277167278,-80.48668777025722
473260.07326007326,-79.782679349673515
473748.47374847374,-85.677459109679546
474236.87423687422,-82.70121011429319
474725.27472527471,-77.781647309476071
475213.67521367519,-75.035769151108951
475702.07570207573,-76.754002970773584
476190.47619047621,-81.743615069355741
476678.8766788767,-86.780413316469392
477167.27716727718,-90.184798440763132
477655.67765567766,-83.284675420659624
478144.07814407814,-80.08717856936363
478632.47863247863,-66.884728481549388
479120.87912087911,-56.822754384338737
479609.27960927959,-53.217821166740322
480097.68009768007,-52.810096225000436
480586.08058608061,-52.996078873104025
481074.4810744811,-55.9715026485773
481562.88156288158,-64.749318312392347
482051.28205128206,-79.342648339543146
482539.68253968254,-112.01246554995264
483028.08302808303,-81.957416686210166
483516.48351648351,-76.948171806209032
484004.88400488399,-74.262822860347541
484493.28449328447,-73.980458237262567
484981.68498168496,-75.812007563080584
485470.0854700855,-77.881625890380818
485958.48595848598,-82.22077221097652
486446.88644688646,-99.945022655043886
486935.28693528695,-87.73520923128666
487423.68742368743,-84.832469940093802
487912.08791208791,-81.524736506715215
488400.48840048839,-83.099799875947951
488888.88888888888,-95.168255672457491
489377.28937728936,-87.834676299340742
489865.68986568984,-84.430143630563336
490354.09035409038,-84.71771904245125
490842.49084249086,-95.586701761263541
491330.89133089135,-89.453325271675681
491819.29181929183,-87.122985869229765
492307.69230769231,-90.590552154793329
492796.09279609279,-82.191555507520505
493284.49328449328,-78.448186105916335
493772.89377289376,-78.274556127661
494261.29426129424,-79.95430343927768
494749.69474969473,-82.56607499620543
495238.09523809527,-86.598607761143128
495726.49572649575,-86.381530173576721
496214.89621489623,-85.413350547257281
496703.29670329671,-85.328239599991221
497191.6971916972,-87.181224048559386
497680.09768009768,-89.311206987151337
498168.49816849816,-94.706720258522509
498656.89865689864,-73.027767158302069
499145.29914529913,-62.317206441573603
499633.69963369961,-58.708555644704077
500122.10012210015,-58.090567315487256
500610.50061050063,-58.208875631620941
501098.90109890111,-61.605622385607973
501587.3015873016,-71.72623135350976
502075.70207570208,-83.482805773355793
502564.10256410256,-79.69820574480724
503052.50305250305,-79.656019065556137
503540.90354090353,-82.593111863341605
504029.30402930401,-83.688535089256604
504517.70451770449,-83.921194422619322
505006.10500610503,-84.760886704621825
505494.50549450552,-85.536432647814848
505982.905982906,-83.740349611690235
506471.30647130648,-79.08887150992706
506959.70695970696,-79.788475746942595
507448.10744810745,-87.721079870087294
507936.50793650793,-95.617689777341496
508424.90842490841,-83.980561706665156
508913.30891330889,-80.844062107774434
509401.70940170938,-82.623601639160412
509890.10989010992,-78.60838753445725
510378.5103785104,-75.835127976669511
510866.91086691088,-73.945839384669767
511355.31135531137,-72.738302358872915
511843.71184371185,-72.78347374250427
512332.11233211233,-74.080906085646788
512820.51282051281,-76.729185025873917
513308.9133089133,-80.803704652406878
513797.31379731378,-85.951616551300219
514285.71428571426,-99.504885596176564
514774.1147741148,-97.622488486450379
515262.51526251528,-88.248943058665859
515750.91575091577,-83.120981177237667
516239.31623931625,-82.50988910916638
516727.71672771673,-86.330560560893588
517216.11721611721,-92.511620379488463
517704.5177045177,-86.785977631669269
518192.91819291818,-94.613770014225366
518681.31868131866,-76.639797674480022
519169.71916971914,-66.908834512557092
519658.11965811969,-63.637442137935629
520146.52014652017,-63.569445884691866
520634.92063492065,-64.310043717632965
521123.32112332113,-69.075759833468112
521611.72161172162,-91.351991208094404
522100.1221001221,-76.495859898905081
522588.52258852258,-74.773098373930949
523076.92307692306,-75.551199022803942
523565.32356532355,-77.840364032358835
524053.72405372403,-82.764257804808565
524542.12454212457,-101.4737407358764
525030.52503052505,-86.942259701335573
525518.92551892553,-89.209864142483724
526007.32600732602,-91.679516934001981
526495.7264957265,-101.95615434751927
526984.12698412698,-98.776793725498621
527472.52747252746,-89.976906609417071
527960.92796092795,-85.794079669906182
528449.32844932843,-83.002520739778987
528937.72893772891,-82.172725373923271
529426.1294261294,-84.262328024690575
529914.52991452988,-87.184372371679203
530402.93040293036,-82.828997364720806
530891.33089133084,-81.716895071831814
531379.73137973133,-83.923536732461827
531868.13186813192,-82.394157760209794
532356.53235653241,-80.193698997047704
532844.93284493289,-78.314795580985773
533333.33333333337,-75.679628096577744
533821.73382173385,-73.703990496476862
534310.13431013434,-74.32993919603868
534798.53479853482,-78.162128974231123
535286.9352869353,-88.15538164410512
535775.33577533579,-85.191434910385794
536263.73626373627,-77.79787232407044
536752.13675213675,-77.04259940616285
537240.53724053723,-78.356004367220621
537728.93772893772,-80.138268796118339
538217.3382173382,-79.616966261478296
538705.73870573868,-70.531175669664478
539194.13919413916,-63.243853410530441
539682.53968253965,-60.785254579128406
540170.94017094013,-60.670858749890222
540659.34065934061,-60.990901633424556
541147.74114774109,-64.492149770326591
541636.14163614169,-73.663887224522739
542124.54212454217,-85.176578504924663
542612.94261294266,-96.202370730070811
543101.34310134314,-88.08073896557994
543589.74358974362,-86.202188139516977
544078.14407814411,-92.453746283519322
544566.54456654459,-88.623056228775965
545054.94505494507,-90.535778201508521
545543.34554334555,-87.438700799871242
546031.74603174604,-88.049340901201106
546520.14652014652,-89.717165287324036
547008.547008547,-83.169369351317471
547496.94749694748,-81.409946544833957
547985.34798534797,-78.714112590570693
548473.74847374845,-78.834172462576348
548962.14896214893,-81.607194317283501
549450.54945054941,-80.72224910487671
549938.9499389499,-80.119773212410351
550427.35042735038,-81.976490617515623
550915.75091575086,-84.413499301115309
551404.15140415146,-85.262213555722241
551892.55189255194,-85.152354601194077
552380.95238095243,-84.635141799576402
552869.35286935291,-81.03891555475245
553357.75335775339,-78.948023413169238
553846.15384615387,-78.231629660808551
554334.55433455436,-77.787231261984559
554822.95482295484,-78.367027921304114
555311.35531135532,-79.644977782319827
555799.7557997558,-81.131223025392686
556288.15628815629,-81.993135252945962
556776.55677655677,-81.609509805249175
557264.95726495725,-83.163316110716295
557753.35775335773,-84.221560987858027
558241.75824175822,-79.183465055378349
558730.1587301587,-68.233533225793906
559218.55921855918,-59.890126760318871
559706.95970695966,-57.113272483860754
560195.36019536015,-57.057178990131661
560683.76068376063,-57.608157363468457
561172.16117216123,-61.651174842091265
561660.56166056171,-72.647275398328347
562148.96214896219,-85.133005647569746
562637.36263736268,-85.77575232053232
563125.76312576316,-88.786940205635702
563614.16361416364,-83.663619293043496
564102.56410256412,-79.009605495858182
564590.96459096461,-77.944501585616536
565079.36507936509,-78.845755391765422
565567.76556776557,-82.484622438232336
566056.16605616605,-83.777027461983181
566544.56654456654,-79.736292031046062
567032.96703296702,-76.984913928776606
567521.3675213675,-78.463305602310655
568009.76800976798,-83.927098436439621
568498.16849816847,-95.432913622883035
568986.56898656895,-88.982015351077877
569474.96947496943,-81.929756280367855
569963.36996336991,-78.360097728677616
570451.7704517704,-78.112925997322421
570940.170940171,-80.344165404889651
571428.57142857148,-85.425042313606966
571916.97191697196,-87.999773996271372
572405.37240537244,-79.628136503666454
572893.77289377293,-79.899955588972745
573382.17338217341,-83.834900701584701
573870.57387057389,-93.389726089006345
574358.97435897437,-88.550896569843616
574847.37484737486,-84.444405020673926
575335.77533577534,-90.043750040638244
575824.17582417582,-92.298930114278221
576312.5763125763,-92.984065701333719
576800.97680097679,-96.761288351610872
577289.37728937727,-117.957113069618
577777.77777777775,-89.13434942919784
578266.17826617823,-85.516528801432969
578754.57875457872,-87.863079322958399
579242.9792429792,-82.737135212532834
579731.37973137968,-78.338019837414961
580219.78021978016,-78.006668619912404
580708.18070818076,-79.033182110230499
581196.58119658125,-80.441775185224614
581684.98168498173,-82.405085532475383
582173.38217338221,-82.224940193838606
582661.78266178269,-83.036396112363562
583150.18315018318,-87.820944983003372
583638.58363858366,-97.200141065089412
584126.98412698414,-87.190725615924208
584615.38461538462,-84.223490837612744
585103.78510378511,-82.06225505817028
585592.18559218559,-78.074530100999738
586080.58608058607,-76.888262051875813
586568.98656898655,-78.116181700410422
587057.38705738704,-79.398468809149165
587545.78754578752,-79.731429846768364
588034.188034188,-77.733690510788676
588522.58852258848,-74.896938047184122
589010.98901098897,-74.049991405092811
589499.38949938945,-75.330330102616173
589987.78998778993,-77.276012396613837
590476.19047619053,-82.098800462339611
590964.59096459101,-95.447194189007632
591452.9914529915,-92.061284965048387
591941.39194139198,-88.155884407420842
592429.79242979246,-87.602789747177667
592918.19291819294,-87.695744169308142
593406.59340659343,-84.986717601242844
593894.99389499391,-92.227599510772677
594383.39438339439,-89.84666509218053
594871.79487179487,-85.422141589088938
595360.19536019536,-82.255666567945269
595848.59584859584,-79.544938737990606
596336.99633699632,-78.027525500587842
596825.39682539681,-80.933720404932998
597313.79731379729,-99.686118350629712
597802.19780219777,-86.454125110592557
598290.59829059825,-84.238127063506298
598778.99877899874,-73.370896077654692
599267.39926739922,-64.997009501509552
599755.7997557997,-62.494791136465757
600244.2002442003,-62.31475802522435
600732.60073260078,-63.113286894861567
601221.00122100126,-67.694979623476414
601709.40170940175,-77.163048688193186
602197.80219780223,-83.568901325975389
602686.20268620271,-88.604507441549103
603174.60317460319,-95.885516205530834
603663.00366300368,-80.136494717045878
604151.40415140416,-74.621590189352958
604639.80463980464,-73.16337505608665
605128.20512820513,-73.83176906899709
605616.60561660561,-75.79136161358295
606105.00610500609,-80.67057086217315
606593.40659340657,-90.573803540597766
607081.80708180706,-101.95909785824854
607570.20757020754,-89.86989194998074
608058.60805860802,-87.130847724333393
608547.0085470085,-88.291095742428638
609035.40903540899,-83.686904128699823
609523.80952380947,-82.114584331850793
610012.21001221007,-85.78135027670686
610500.61050061055,-91.27504270495804
610989.01098901103,-94.54503974284404
611477.41147741152,-94.120884173599592
611965.811965812,-88.3184796148104
612454.21245421248,-84.417333212510982
612942.61294261296,-81.348587816591788
613431.01343101345,-78.008570431242163
613919.41391941393,-77.761199496684782
614407.81440781441,-80.207346417063775
614896.21489621489,-82.807574593891715
615384.61538461538,-89.830013986279965
615873.01587301586,-84.203244308800848
616361.41636141634,-82.319665662588775
616849.81684981682,-84.796996715638514
617338.21733821731,-85.959717835982559
617826.61782661779,-84.357794774976199
618315.01831501827,-84.576997286426689
618803.41880341875,-72.914744138379092
619291.81929181924,-62.936333428589002
619780.21978021984,-60.205782340427731
620268.62026862032,-59.726496624406224
620757.0207570208,-59.999240996444065
621245.42124542128,-64.403089385967661
621733.82173382177,-75.569025070656949
622222.22222222225,-96.039406784633471
622710.62271062273,-85.547121753243118
623199.02319902321,-83.50014832237926
623687.4236874237,-86.847448288954055
624175.82417582418,-85.792672962594011
624664.22466422466,-81.539759899037904
625152.62515262514,-79.324845201987927
625641.02564102563,-77.57150111238532
626129.42612942611,-76.366989692740461
626617.82661782659,-75.403360592061631
627106.22710622707,-76.586591314625167
627594.62759462756,-81.373202498761088
628083.02808302804,-90.458362270342718
628571.42857142852,-87.006007131565539
629059.829059829,-84.713377861771164
629548.2295482296,-87.023824685011306
630036.63003663009,-92.417726778733339
630525.03052503057,-90.384656450476257
631013.43101343105,-87.441570980818312
631501.83150183153,-84.384817193936016
631990.23199023202,-83.317821573703625
632478.6324786325,-88.276491328483871
632967.03296703298,-89.089685682949806
633455.43345543346,-81.581460836081447
633943.83394383395,-78.338639493136299
634432.23443223443,-78.018834618681737
634920.63492063491,-78.495754927065931
635409.03540903539,-78.871782071717973
635897.43589743588,-80.062773942512266
636385.83638583636,-78.983113679762312
636874.23687423684,-77.231381291362069
637362.63736263732,-77.843486234614829
637851.03785103781,-80.231008469067874
638339.43833943829,-89.491457590497546
638827.83882783877,-72.373478261816018
639316.23931623937,-64.859094618717108
639804.63980463985,-63.1459012555421
640293.04029304034,-63.154929259403232
640781.44078144082,-63.925042444471956
641269.8412698413,-69.225346221397999
641758.24175824178,-81.941949648390718
642246.64224664227,-88.181377054741873
642735.04273504275,-84.49025401699096
643223.44322344323,-82.600838259958465
643711.84371184371,-81.713805338677957
644200.2442002442,-85.480568962459159
644688.64468864468,-94.287539526216776
645177.04517704516,-83.266580996163441
645665.44566544564,-79.188721152532551
646153.84615384613,-75.795552697133402
646642.24664224661,-74.831832395862421
647130.64713064709,-75.11273998124372
647619.04761904757,-74.69446431095183
648107.44810744806,-74.826623895005199
648595.84859584854,-76.625764609285341
649084.24908424914,-80.413363056205341
649572.64957264962,-87.689103525284494
650061.0500610501,-92.429182880419972
650549.45054945059,-84.797410845266597
651037.85103785107,-84.29982435767829
651526.25152625155,-83.374032321462721
652014.65201465203,-84.235390314282455
652503.05250305252,-81.300396103411828
652991.452991453,-78.341060923446889
653479.85347985348,-78.582374296607128
653968.25396825396,-78.78508429497063
654456.65445665445,-80.08357332710213
654945.05494505493,-81.762089985947028
655433.45543345541,-79.005636542946419
655921.85592185589,-76.299756420315703
656410.25641025638,-76.318021137762003
656898.65689865686,-79.693939518871488
657387.05738705734,-86.526312986101331
657875.45787545783,-92.939259156778903
658363.85836385831,-85.397733605127314
658852.25885225891,-75.669514578081646
659340.65934065939,-68.8737968565421
659829.05982905987,-67.171896150549642
660317.46031746035,-67.356194496501999
660805.86080586084,-68.46144734402661
661294.26129426132,-73.433390030683114
661782.6617826618,-81.625799533539265
662271.06227106228,-83.669860676376942
662759.46275946277,-80.731866271359479
663247.86324786325,-78.687141988253074
663736.26373626373,-77.415180955800878
664224.66422466421,-77.724247225325868
664713.0647130647,-80.854174559494552
665201.46520146518,-82.563785951245222
665689.86568986566,-81.771948245503609
666178.26617826615,-79.324475544623951
666666.66666666663,-76.797070541666329
667155.06715506711,-75.335835396403496
667643.46764346759,-75.026476640403587
668131.86813186808,-77.107725412688964
668620.26862026867,-80.618866866643287
669108.66910866916,-82.592261438737921
669597.06959706964,-87.591126666765135
670085.47008547012,-99.425287274152794
670573.8705738706,-93.111212580592678
671062.27106227109,-86.916681052579193
671550.67155067157,-84.310499173233907
672039.07203907205,-82.643421067751262
672527.47252747254,-81.572059184905257
673015.87301587302,-84.227023053412552
673504.2735042735,-104.7464694248489
673992.67399267398,-84.217407246243482
674481.07448107447,-82.585198836547079
674969.47496947495,-83.406593065930906
675457.87545787543,-85.697363778404977
675946.27594627591,-91.978398039179595
676434.6764346764,-90.179640173757292
676923.07692307688,-82.950180275956313
677411.47741147736,-78.96615002775674
677899.87789987784,-76.294662491802953
678388.27838827844,-78.443420778564686
678876.67887667893,-77.82450399388992
679365.07936507941,-67.19423734770929
679853.47985347989,-64.783869580703126
680341.88034188037,-64.337204986407087
680830.28083028086,-65.178318778043703
681318.68131868134,-70.861558314019717
681807.08180708182,-81.057339703549303
682295.4822954823,-84.494672469606584
682783.88278388279,-83.353267884257377
683272.28327228327,-79.478489223536101
683760.68376068375,-78.570008240795545
684249.08424908423,-78.179795861289918
684737.48473748472,-77.00732185931723
685225.8852258852,-76.963496339095883
685714.28571428568,-78.381477758823451
686202.68620268616,-78.764693427995553
686691.08669108665,-80.406460987887684
687179.48717948713,-83.01998928076172
687667.88766788761,-81.942801317899253
688156.28815628821,-81.860935991474392
688644.68864468869,-82.51773275685467
689133.08913308918,-81.62909201969893
689621.48962148966,-79.807136424114759
690109.89010989014,-77.857211024799852
690598.29059829062,-76.598927913195567
691086.69108669111,-75.424258118436384
691575.09157509159,-75.508457060353123
692063.49206349207,-77.811408718564536
692551.89255189255,-81.049208445543854
693040.29304029304,-82.915205410211641
693528.69352869352,-82.031955918633997
694017.094017094,-81.643184036070139
694505.49450549448,-81.991082886546707
694993.89499389497,-83.685160202764109
695482.29548229545,-90.100044496270328
695970.69597069593,-96.802944398698372
696459.09645909641,-84.948720074216396
696947.4969474969,-81.427597538266227
697435.89743589738,-79.947542366632931
697924.29792429798,-80.662375904632768
698412.69841269846,-80.564387771046796
698901.09890109894,-72.463430159856415
699389.49938949943,-65.575444369033661
699877.89987789991,-63.586708619356919
700366.30036630039,-63.116067020153494
700854.70085470087,-63.793446520881531
701343.10134310136,-69.056257778516994
701831.50183150184,-81.319443639959502
702319.90231990232,-84.174810928369766
702808.3028083028,-85.407558223749021
703296.70329670329,-84.756450325410739
703785.10378510377,-86.304351200329933
704273.50427350425,-89.250305997739545
704761.90476190473,-100.02396717968526
705250.30525030522,-94.663386593442667
705738.7057387057,-86.757801356424707
706227.10622710618,-80.941328920967791
706715.50671550666,-77.457510953552998
707203.90720390715,-76.889589156153662
707692.30769230775,-79.965170567703112
708180.70818070823,-87.331998958058705
708669.10866910871,-100.62337117882097
709157.50915750919,-83.682913086352912
709645.90964590968,-82.875398318155092
710134.31013431016,-87.226529347928846
710622.71062271064,-84.302263661508192
711111.11111111112,-79.823339522547272
711599.51159951161,-76.458624901057576
712087.91208791209,-73.763463848757951
712576.31257631257,-72.598429696114039
713064.71306471305,-73.354826609113587
713553.11355311354,-76.331119812208229
714041.51404151402,-80.936511231835979
714529.9145299145,-80.638276394737375
715018.31501831498,-79.556989948034527
715506.71550671547,-81.909226713282266
715995.11599511595,-87.433604579607689
716483.51648351643,-93.818141182613914
716971.91697191691,-91.689520442858651
717460.31746031751,-97.591852232408783
717948.717948718,-90.503965053706708
718437.11843711848,-82.515775976905289
718925.51892551896,-77.638517403924567
719413.91941391944,-73.69758479591151
719902.31990231993,-72.944162773971215
720390.72039072041,-73.971504998981047
720879.12087912089,-75.595427149448
721367.52136752137,-79.881944445287559
721855.92185592186,-83.257581831318234
722344.32234432234,-80.709314808870261
722832.72283272282,-78.537726930451356
723321.1233211233,-78.348453770064424
723809.52380952379,-79.533930872675896
724297.92429792427,-82.878454546860283
724786.32478632475,-85.435619661081404
725274.72527472524,-83.338941764712786
725763.12576312572,-83.137025716321602
726251.5262515262,-85.207859010176904
726739.92673992668,-83.528588197129437
727228.32722832728,-80.547042404478319
727716.72771672776,-81.330220386796114
728205.12820512825,-81.097901758680152
728693.52869352873,-81.4012638918406
729181.92918192921,-88.410313202317639
729670.32967032969,-91.76986876835754
730158.73015873018,-87.985054402244884
730647.13064713066,-84.621761399410246
731135.53113553114,-82.243066519651791
731623.93162393162,-81.132479780733377
732112.33211233211,-83.13391446604146
732600.73260073259,-88.819505811737969
733089.13308913307,-92.110268092444215
733577.53357753356,-91.009419240593303
734065.93406593404,-91.283253752629179
734554.33455433452,-86.229167493768671
735042.735042735,-88.077329538269424
735531.13553113549,-85.615398631408524
736019.53601953597,-81.668470862237513
736507.93650793645,-81.279161047522109
736996.33699633705,-81.999774363216574
737484.73748473753,-83.92516815692062
737973.13797313801,-92.043179214155714
738461.5384615385,-84.227218190289477
738949.93894993898,-71.690067727670936
739438.33943833946,-65.990479369049439
739926.73992673995,-64.907504615232085
740415.14041514043,-65.042789703699015
740903.54090354091,-66.118311886147652
741391.94139194139,-71.353579495725398
741880.34188034188,-80.102370489619659
742368.74236874236,-82.533825674547856
742857.14285714284,-80.843372945617915
743345.54334554332,-81.615048995903962
743833.94383394381,-83.383273532890186
744322.34432234429,-83.926119127025657
744810.74481074477,-86.572677163816678
745299.14529914525,-96.562904090347217
745787.54578754574,-86.98805856095332
746275.94627594622,-78.628938179768838
746764.34676434682,-74.540355934552892
747252.7472527473,-72.746810197247228
747741.14774114778,-73.137029675368282
748229.54822954827,-74.745906913005854
748717.94871794875,-75.685936493984812
749206.34920634923,-76.834355587939498
749694.74969474971,-80.274318690694656
750183.1501831502,-87.170563828283335
750671.55067155068,-97.272513526204634
751159.95115995116,-91.715315342755559
751648.35164835164,-88.253918268004895
752136.75213675213,-85.905379676104431
752625.15262515261,-82.521221321107589
753113.55311355309,-88.426448575035522
753601.95360195357,-103.71986993666347
754090.35409035406,-95.528060167692644
754578.75457875454,-87.773885748433031
755067.15506715502,-85.741635436477694
755555.5555555555,-82.191231905191842
756043.95604395599,-82.068952255419262
756532.35653235659,-84.085618992616418
757020.75702075707,-89.307234920175944
757509.15750915755,-84.724425981445975
757997.55799755803,-79.482359062934933
758485.95848595852,-75.033296430838675
758974.358974359,-69.249542356595384
759462.75946275948,-66.07074877012316
759951.15995115996,-66.117043408715929
760439.56043956045,-67.090577187688666
760927.96092796093,-69.524970512814377
761416.36141636141,-76.271542086590188
761904.76190476189,-83.265297973637871
762393.16239316238,-82.752518247432292
762881.56288156286,-81.667397789501535
763369.96336996334,-84.262224223890797
763858.36385836382,-86.281588639878464
764346.76434676431,-79.862070312662951
764835.16483516479,-78.25422097537809
765323.56532356527,-78.251183475188299
765811.96581196575,-78.063208431533369
766300.36630036635,-78.1997435581318
766788.76678876684,-79.197917429196721
767277.16727716732,-83.919625860805922
767765.5677655678,-88.202393936673019
768253.96825396828,-88.436383395679201
768742.36874236877,-94.533001737646444
769230.76923076925,-97.161090438920212
769719.16971916973,-99.650880301421637
770207.57020757021,-90.285376737291543
770695.9706959707,-84.497392657143351
771184.37118437118,-83.031848730801727
771672.77167277166,-84.094710644590606
772161.17216117214,-86.443642171688168
772649.57264957263,-95.562414307333654
773137.97313797311,-87.257573869953347
773626.37362637359,-81.517586702298459
774114.77411477407,-79.143988961347119
774603.17460317456,-78.370941399923751
775091.57509157504,-78.404403811887931
775579.97557997552,-79.670247202923719
776068.37606837612,-81.004311306832847
776556.7765567766,-80.979525067654663
777045.17704517709,-80.280447142985111
777533.57753357757,-79.918930557970555
778021.97802197805,-80.262503998850974
778510.37851037853,-84.132615391460192
778998.77899877902,-84.39771767553421
779487.1794871795,-76.716839651081216
779975.57997557998,-75.930732325945328
780463.98046398046,-76.27898832644847
780952.38095238095,-76.578708792592167
781440.78144078143,-79.004394644512445
781929.18192918191,-80.395023957491077
782417.58241758239,-80.335664962127495
782905.98290598288,-82.259522996797159
783394.38339438336,-87.040574421542914
783882.78388278384,-91.593887822181699
784371.18437118432,-85.314392987213409
784859.58485958481,-79.822478646560242
785347.98534798529,-77.058035994986071
785836.38583638589,-76.259079613655715
786324.78632478637,-77.051392572743609
786813.18681318685,-79.628495577575279
787301.58730158734,-84.715248256414881
787789.98778998782,-93.845823361218578
788278.3882783883,-92.794034327964781
788766.78876678878,-82.868490270511828
789255.18925518927,-78.923352579911125
789743.58974358975,-78.869407510793792
790231.99023199023,-78.865413142408414
790720.39072039071,-78.46636246890607
791208.7912087912,-80.542821754612987
791697.19169719168,-81.019068279078951
792185.59218559216,-80.082047383611652
792673.99267399264,-79.96846652454596
793162.39316239313,-79.816546718354658
793650.79365079361,-79.919655671248279
