#Digilent WaveForms Scope FFT
#Device Name: Discovery2
#Serial Number: SN:210321A363E3
#Date Time: 2017-09-20 15:02:48.755

Frequency (Hz),Channel 2 (dBV)
167032.96703296702,-82.945320399639797
167521.36752136753,-86.8228411233884
168009.76800976801,-80.691366388815538
168498.1684981685,-76.059612276883172
168986.56898656898,-79.738446651778389
169474.96947496946,-83.452371807817386
169963.36996336997,-77.560007375456038
170451.77045177046,-74.726836007155327
170940.17094017094,-73.40083072008666
171428.57142857142,-72.954955311477235
171916.9719169719,-73.111256794307323
172405.37240537241,-75.320700572378215
172893.7728937729,-85.105775491722383
173382.17338217338,-80.350260099702012
173870.57387057386,-75.401759509635028
174358.97435897434,-76.71999043837603
174847.37484737486,-79.571846286455752
175335.77533577534,-74.30339473475496
175824.17582417582,-72.452608870175894
176312.5763125763,-73.445635014333774
176800.97680097679,-77.182329647152116
177289.3772893773,-81.075351332301437
177777.77777777778,-87.238682746389898
178266.17826617826,-67.888933272716457
178754.57875457875,-50.678598316679306
179242.97924297923,-43.128684259503686
179731.37973137974,-41.336803895567691
180219.78021978022,-41.34959027229236
180708.18070818071,-42.301112861943807
181196.58119658119,-47.995097721574908
181684.98168498167,-63.771106957190085
182173.38217338218,-71.029455745909331
182661.78266178266,-69.752802466792346
183150.18315018315,-69.902315973979356
183638.58363858363,-71.828747259244381
184126.98412698411,-76.325926691130064
184615.38461538462,-76.356403983668272
185103.78510378511,-75.476710845160511
185592.18559218559,-77.038146661048884
186080.58608058607,-78.4359841652646
186568.98656898655,-75.417456449629881
187057.38705738707,-75.116083919801127
187545.78754578755,-76.39772842369814
188034.18803418803,-74.88830433138466
188522.58852258851,-73.96228501789129
189010.989010989,-74.206016507955169
189499.38949938951,-76.532753990245041
189987.78998778999,-78.146190142689875
190476.19047619047,-75.798459509768406
190964.59096459096,-74.491245905047109
191452.99145299144,-73.42885611010874
191941.39194139195,-75.887434797339324
192429.79242979243,-84.666768351705429
192918.19291819292,-91.518918532606804
193406.5934065934,-98.511939465113997
193894.99389499388,-85.547603707981125
194383.39438339439,-76.554936710806004
194871.79487179487,-73.082341151503684
195360.19536019536,-72.074340719216337
195848.59584859584,-70.677955147515547
196336.99633699632,-71.104408064500831
196825.39682539683,-78.018567742627297
197313.79731379732,-79.545277598983532
197802.1978021978,-75.831963512115394
198290.59829059828,-58.505879664124308
198778.99877899876,-41.28898611667011
199267.39926739928,-33.997744769379487
199755.79975579976,-32.254937744890078
200244.20024420024,-32.239510188775299
200732.60073260072,-33.360474241052962
201221.00122100124,-39.251819166229694
201709.40170940172,-53.776089208008301
202197.8021978022,-82.073519531803328
202686.20268620268,-75.53820394201513
203174.60317460317,-74.389095297165667
203663.00366300368,-75.66575383909138
204151.40415140416,-76.361533107391139
204639.80463980464,-75.528704198479957
205128.20512820513,-74.856470094900629
205616.60561660561,-72.109415883505378
206105.00610500612,-69.922656873756395
206593.4065934066,-69.358730951397575
207081.80708180708,-70.98594127873767
207570.20757020757,-75.486442018898643
208058.60805860805,-88.768841493614872
208547.00854700856,-82.112267174005694
209035.40903540904,-80.356500430645568
209523.80952380953,-85.089599770404789
210012.21001221001,-95.737295576478857
210500.61050061049,-86.706141684846727
210989.010989011,-77.453392958754037
211477.41147741149,-74.11254351920519
211965.81196581197,-73.25526720379402
212454.21245421245,-71.413871952626991
212942.61294261293,-70.431044202949948
213431.01343101345,-69.497210300479395
213919.41391941393,-69.165230480990829
214407.81440781441,-69.82686857250998
214896.21489621489,-70.582580085076799
215384.61538461538,-72.029869359637161
215873.01587301589,-73.644046141710334
216361.41636141637,-77.031982262724782
216849.81684981685,-84.217920414633454
217338.21733821734,-78.276053124502113
217826.61782661782,-73.190031736535715
218315.01831501833,-67.662889753042236
218803.41880341881,-57.430338441041442
219291.81929181929,-51.085137393293664
219780.21978021978,-49.63757145933581
220268.62026862026,-49.782490366111965
220757.02075702077,-51.145932971240555
221245.42124542125,-57.756802802852214
221733.82173382174,-73.612600665777308
222222.22222222222,-72.773570350640142
222710.6227106227,-74.467562248733586
223199.02319902321,-77.018163169389865
223687.4236874237,-76.366300270024922
224175.82417582418,-74.364103565364445
224664.22466422466,-73.580778675522524
225152.62515262514,-74.04899721623562
225641.02564102566,-74.259463548576676
226129.42612942614,-73.68538001933527
226617.82661782662,-74.391872879599944
227106.2271062271,-73.70053814186258
227594.62759462759,-72.779975739602293
228083.0280830281,-71.89236655313988
228571.42857142858,-73.404906600908376
229059.82905982906,-76.907943714829941
229548.22954822954,-81.743631474650655
230036.63003663003,-94.719159395301077
230525.03052503054,-83.207958808685504
231013.43101343102,-79.523101389214872
231501.8315018315,-77.697470387796642
231990.23199023199,-77.57336504440795
232478.63247863247,-76.396103868128634
232967.03296703298,-74.762305017028865
233455.43345543346,-73.447042182621345
233943.83394383395,-74.061008927059916
234432.23443223443,-78.58625860581931
234920.63492063491,-88.3315741480979
235409.03540903542,-91.383161214537665
235897.43589743591,-86.622213657207027
236385.83638583639,-80.170080613964672
236874.23687423687,-75.381430481928135
237362.63736263735,-74.081824020723687
237851.03785103787,-79.003364304978703
238339.43833943835,-66.229071323652065
238827.83882783883,-50.929664632730869
239316.23931623931,-44.296372708961371
239804.6398046398,-42.861532716487417
240293.04029304031,-42.949094499716132
240781.44078144079,-44.310871999666197
241269.84126984127,-50.651696359265166
241758.24175824175,-65.186816918403977
242246.64224664224,-75.514159767319853
242735.04273504275,-72.802909385032379
243223.44322344323,-71.525927588927928
243711.84371184371,-73.945366302268667
244200.2442002442,-82.713662081478674
244688.64468864468,-78.571705806490229
245177.04517704519,-73.605987097706247
245665.44566544567,-71.980590316706468
246153.84615384616,-72.812403033086383
246642.24664224664,-75.233856302728626
247130.64713064712,-76.022476800100151
247619.04761904763,-77.965702535078535
248107.44810744812,-81.967743569879673
248595.8485958486,-84.758786817949456
249084.24908424908,-90.218568597107947
249572.64957264956,-75.216865161168343
250061.05006105007,-70.338729231506733
250549.45054945056,-70.264565640828664
251037.85103785104,-73.048782047014541
251526.25152625152,-78.819125015690872
252014.65201465201,-73.848404485733667
252503.05250305252,-71.364240448489909
252991.452991453,-71.412839932901321
253479.85347985348,-72.742936479088257
253968.25396825396,-74.357347658589063
254456.65445665445,-74.886135012916483
254945.05494505496,-75.051474566597065
255433.45543345544,-76.069025254450196
255921.85592185592,-78.145735918056346
256410.25641025641,-81.410704285074488
256898.65689865689,-88.31177953855692
257387.0573870574,-93.827205106828615
257875.45787545788,-85.543864720582562
258363.85836385837,-63.928650095012749
258852.25885225885,-49.360780445023984
259340.65934065933,-43.077928917144604
259829.05982905984,-41.745316679056515
260317.46031746033,-41.721700821398322
260805.86080586081,-43.184323988730483
261294.26129426129,-49.923176588242846
261782.66178266177,-66.808942269049808
262271.06227106228,-77.182183163684201
262759.46275946277,-73.113203779632798
263247.86324786325,-72.936930899897362
263736.26373626373,-77.198261396246096
264224.66422466421,-92.317682377273528
264713.0647130647,-81.275112048139533
265201.46520146518,-75.648635424361885
265689.86568986566,-73.303262172682821
266178.2661782662,-74.576891383407897
266666.66666666669,-77.533270831657603
267155.06715506717,-79.152579024036157
267643.46764346765,-83.599944322542257
268131.86813186813,-86.181535175250929
268620.26862026862,-79.63029207468098
269108.6691086691,-80.341378317063729
269597.06959706958,-86.059613928602772
270085.47008547006,-82.112047984628418
270573.87057387055,-79.59691221994099
271062.27106227109,-73.873905254217775
271550.67155067157,-72.664198750967273
272039.07203907205,-75.159614312084358
272527.47252747254,-77.444549865964603
273015.87301587302,-80.852312220492848
273504.2735042735,-89.431705010590775
273992.67399267398,-90.910423157782958
274481.07448107447,-83.669893592699765
274969.47496947495,-84.720565986581022
275457.87545787543,-90.562533902815886
275946.27594627597,-86.048410969419848
276434.67643467645,-82.978636054166216
276923.07692307694,-83.981250690120518
277411.47741147742,-88.644063074285356
277899.8778998779,-88.885967280271188
278388.27838827838,-62.081351667502609
278876.67887667887,-47.856583161899891
279365.07936507935,-41.843716013014607
279853.47985347983,-40.721990186686327
280341.88034188031,-40.800330488062684
280830.28083028086,-42.412782719281097
281318.68131868134,-49.407708386161573
281807.08180708182,-65.016142289541264
282295.4822954823,-79.991417929913183
282783.88278388279,-80.25747497834206
283272.28327228327,-84.942397017346536
283760.68376068375,-83.750884015883827
284249.08424908423,-76.098014750166143
284737.48473748472,-72.405494955391603
285225.8852258852,-70.737960679225637
285714.28571428574,-70.059381567670584
286202.68620268622,-72.007264948932374
286691.0866910867,-78.372379967530861
287179.48717948719,-84.054034952582683
287667.88766788767,-77.456908317155793
288156.28815628815,-74.714838589801019
288644.68864468863,-73.60191144438231
289133.08913308912,-73.584632332934689
289621.4896214896,-73.55663679795444
290109.89010989008,-72.695592622453844
290598.29059829062,-71.904577574297676
291086.69108669111,-71.966789269409844
291575.09157509159,-73.393982970736971
292063.49206349207,-76.156170164029447
292551.89255189255,-79.090209555959575
293040.29304029304,-77.744769406106485
293528.69352869352,-75.937996669798281
294017.094017094,-72.983201949783719
294505.49450549448,-71.784761811946098
294993.89499389497,-73.54486187403819
295482.29548229551,-77.25580577791284
295970.69597069599,-84.087513237309878
296459.09645909647,-92.229330691179626
296947.49694749695,-81.058719168445435
297435.89743589744,-79.515780964880534
297924.29792429792,-82.406938601275641
298412.6984126984,-72.351999015986351
298901.09890109889,-60.768455889541599
299389.49938949937,-55.068590114663529
299877.89987789985,-53.884042606546778
300366.30036630039,-53.74629053787686
300854.70085470087,-55.422576069890795
301343.10134310136,-62.437283455620744
301831.50183150184,-75.802505073646302
302319.90231990232,-80.626132672748554
302808.3028083028,-77.496764877829165
303296.70329670329,-77.86519092802375
303785.10378510377,-80.204618885683985
304273.50427350425,-84.665469670703786
304761.90476190473,-89.477366760419429
305250.30525030527,-82.866708435689191
305738.70573870576,-80.028584978040769
306227.10622710624,-82.366257103472634
306715.50671550672,-77.686677581866036
307203.90720390721,-74.758779155125396
307692.30769230769,-75.227606060963623
308180.70818070817,-76.875516628707373
308669.10866910865,-74.611256867313031
309157.50915750914,-71.066459224040813
309645.90964590962,-70.565442279842216
310134.31013431016,-72.510561575846054
310622.71062271064,-76.205397635685046
311111.11111111112,-74.50761008009944
311599.51159951161,-72.427013859320454
312087.91208791209,-72.564737511606211
312576.31257631257,-73.48211466825758
313064.71306471305,-72.087648113255312
313553.11355311354,-69.98043781582308
314041.51404151402,-68.926379996988672
314529.9145299145,-69.372904615884011
315018.31501831504,-71.094092690427658
315506.71550671553,-76.609294446665217
315995.11599511601,-82.819771438011912
316483.51648351649,-74.342999717129715
316971.91697191697,-72.745619815056472
317460.31746031746,-72.479358358506246
317948.71794871794,-76.452244621276321
318437.11843711842,-81.952852914010037
318925.5189255189,-67.793031422544786
319413.91941391939,-61.884443895890485
319902.31990231993,-59.958933373188749
320390.72039072041,-59.413814652107895
320879.12087912089,-60.249110896633987
321367.52136752137,-63.725608162590007
321855.92185592186,-69.080175705443139
322344.32234432234,-74.661798311175133
322832.72283272282,-78.739064528544645
323321.1233211233,-78.321871565116822
323809.52380952379,-82.010529178484731
324297.92429792427,-87.241988369223421
324786.32478632481,-76.90252913281266
325274.72527472529,-72.221914226827366
325763.12576312578,-71.430303152340741
326251.52625152626,-71.700300848299833
326739.92673992674,-72.561960696931578
327228.32722832722,-74.694604535080899
327716.72771672771,-75.540028908342137
328205.12820512819,-73.943868147506493
328693.52869352867,-74.41238835499162
329181.92918192915,-81.317700687909152
329670.32967032969,-83.680992420502506
330158.73015873018,-77.047275158721334
330647.13064713066,-74.551457581317464
331135.53113553114,-74.965129668076045
331623.93162393162,-78.496793992792703
332112.33211233211,-79.531606834593873
332600.73260073259,-80.736213282239333
333089.13308913307,-76.516461644886135
333577.53357753356,-71.385419748973106
334065.93406593404,-68.858177549279219
334554.33455433458,-68.327843843383263
335042.73504273506,-69.585598748227795
335531.13553113554,-71.401781262705811
336019.53601953603,-72.341286152973623
336507.93650793651,-72.364445622993415
336996.33699633699,-72.04461587487404
337484.73748473747,-72.263342676440288
337973.13797313796,-72.87615882348949
338461.53846153844,-64.527241534072346
338949.93894993892,-50.920529533322508
339438.33943833946,-45.372102214207509
339926.73992673995,-44.329578432631266
340415.14041514043,-44.272740945084749
340903.54090354091,-46.267078742489872
341391.94139194139,-53.997293661183896
341880.34188034188,-69.885787360320961
342368.74236874236,-74.808814864562606
342857.14285714284,-73.7788301482923
343345.54334554332,-75.334790645672115
343833.94383394381,-77.880378065244543
344322.34432234435,-80.038415895216644
344810.74481074483,-89.160214757291669
345299.14529914531,-82.816308569373291
345787.54578754579,-78.447895341344079
346275.94627594628,-79.887042983668394
346764.34676434676,-79.107533264453465
347252.74725274724,-78.886459353566934
347741.14774114772,-80.734503366848372
348229.54822954821,-81.931246916282788
348717.94871794869,-87.444879352546096
349206.34920634923,-79.215963502752217
349694.74969474971,-74.247076994065694
350183.1501831502,-73.124480812841341
350671.55067155068,-72.558680166629102
351159.95115995116,-71.413187198920994
351648.35164835164,-69.946915510470049
352136.75213675213,-69.435816169208181
352625.15262515261,-70.752733830475151
353113.55311355309,-74.432449868199257
353601.95360195357,-81.866697852600936
354090.35409035411,-80.183368717887333
354578.7545787546,-75.668414942098636
355067.15506715508,-74.256087681853202
355555.55555555556,-75.404319303521433
356043.95604395604,-78.637659714883341
356532.35653235653,-78.986927664147373
357020.75702075701,-78.465202680840363
357509.15750915749,-81.751302899346598
357997.55799755797,-83.368441208217774
358485.95848595846,-67.584548990887455
358974.358974359,-56.614802524511859
359462.75946275948,-52.04579244070181
359951.15995115996,-51.456506760111751
360439.56043956045,-51.690334850920571
360927.96092796093,-53.861820642377879
361416.36141636141,-61.163433115656986
361904.76190476189,-71.624330829711397
362393.16239316238,-74.295422743085027
362881.56288156286,-74.787190474296764
363369.96336996334,-78.473033785375947
363858.36385836388,-87.12617019275018
364346.76434676436,-82.076662755947325
364835.16483516485,-79.141376016248927
365323.56532356533,-80.30902951552028
365811.96581196581,-82.514667602712308
366300.3663003663,-95.355658381964332
366788.76678876678,-81.30578668237149
367277.16727716726,-77.441604614246572
367765.56776556774,-74.833243625860447
368253.96825396823,-72.630115572269119
368742.36874236877,-71.597452254685066
369230.76923076925,-72.003412000434892
369719.16971916973,-73.770843207848884
370207.57020757021,-75.395042558465008
370695.9706959707,-76.142132371865429
371184.37118437118,-77.51493482961007
371672.77167277166,-78.197161315211247
372161.17216117214,-78.769176353960574
372649.57264957263,-81.42657039978306
373137.97313797311,-84.422860310404189
373626.37362637365,-81.059353842804143
374114.77411477413,-77.179597513107908
374603.17460317462,-76.164847587907715
375091.5750915751,-77.25375076558592
375579.97557997558,-78.124498540595383
376068.37606837606,-78.436422648095771
376556.77655677655,-79.691467723381578
377045.17704517703,-80.931347836069975
377533.57753357751,-84.281939089947144
378021.97802197799,-81.912998122361813
378510.37851037853,-69.870946247011545
378998.77899877902,-60.323170892206662
379487.1794871795,-56.238280217459156
379975.57997557998,-55.919247128816529
380463.98046398046,-56.198775387156665
380952.38095238095,-58.614099515394756
381440.78144078143,-67.2357550971807
381929.18192918191,-73.421859570933464
382417.58241758239,-74.227747731825644
382905.98290598288,-75.605600159664192
383394.38339438342,-76.259905690720387
383882.7838827839,-77.198591585177766
384371.18437118438,-77.490326892032229
384859.58485958487,-76.438406634820822
385347.98534798535,-76.992026178103401
385836.38583638583,-81.810432636382586
386324.78632478631,-91.229401582054265
386813.1868131868,-85.022118526146869
387301.58730158728,-80.482388460123317
387789.98778998776,-77.052240007426121
388278.3882783883,-77.935588832684175
388766.78876678878,-83.639840871029435
389255.18925518927,-85.360473312453436
389743.58974358975,-76.211574565095106
390231.99023199023,-74.163633366203626
390720.39072039071,-74.622398692860259
391208.7912087912,-77.450646585435322
391697.19169719168,-79.304757413666664
392185.59218559216,-75.61883196616597
392673.99267399264,-74.142022582313288
393162.39316239319,-75.289679891297425
393650.79365079367,-79.020993071789547
